time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-27 00:00:00+00:00,0,0,20,6
2022-12-28 00:00:00+00:00,26,25,1731,272
2022-12-29 00:00:00+00:00,18,18,1666,283
2022-12-30 00:00:00+00:00,12,12,1634,218
2022-12-31 00:00:00+00:00,17,15,1176,172
2023-01-01 00:00:00+00:00,9,9,1270,175
2023-01-02 00:00:00+00:00,10,9,1277,220
2023-01-03 00:00:00+00:00,31,26,2039,318
2023-01-04 00:00:00+00:00,31,22,2144,289
2023-01-05 00:00:00+00:00,26,23,2067,324
2023-01-06 00:00:00+00:00,19,17,1781,302
2023-01-07 00:00:00+00:00,13,9,1639,211
2023-01-08 00:00:00+00:00,11,10,1282,180
2023-01-09 00:00:00+00:00,39,26,1791,331
2023-01-10 00:00:00+00:00,24,23,1828,323
2023-01-11 00:00:00+00:00,38,31,1788,337
2023-01-12 00:00:00+00:00,27,24,1741,292
2023-01-13 00:00:00+00:00,17,17,1621,289
2023-01-14 00:00:00+00:00,14,13,1504,230
2023-01-15 00:00:00+00:00,11,11,1159,246
2023-01-16 00:00:00+00:00,22,22,1810,363
2023-01-17 00:00:00+00:00,31,27,1889,372
2023-01-18 00:00:00+00:00,27,26,1998,380
2023-01-19 00:00:00+00:00,17,16,1911,301
2023-01-20 00:00:00+00:00,20,17,1663,306
2023-01-21 00:00:00+00:00,13,12,1463,208
2023-01-22 00:00:00+00:00,13,11,1195,208
2023-01-23 00:00:00+00:00,22,17,1289,274
